sentence_id,concept_id,lang_code,sentence,pronunciation,level,created_at
279,3,el,Σήμερα είναι 18 Ιουνίου και είναι τα γενέθλια της Μιούριελ!,símera íne 18 iouníou kai íne ta genéthlia tis myúriel!,A,2026-02-19 20:51:09.706+00
280,3,gu,આજે 18 જૂન છે અને આજે મુઈરિયલનો જન્મદિવસ છે!,āje 18 jūn chhe ane āje muiriel-no janmadivas chhe!,A,2026-02-19 20:51:09.706+00
281,3,ht,Jodi a se 18 jen e se anivèsè Muiriel!,null,A,2026-02-19 20:51:09.706+00
282,3,ha,Yau 18 ga Yuni ne kuma ranar haihuwar Muiriel ce!,yau 18 ga yuni ne kuma ranar haihuwar muiriel ce!,A,2026-02-19 20:51:09.706+00
283,3,he,היום ה-18 ביוני וזה יום ההולדת של מויריאל!,hayom ha-18 be-yuni ve-ze yom ha-huledet shel muiriel!,A,2026-02-19 20:51:09.706+00
284,3,hi,आज 18 जून है और आज मुइरियल का जन्मदिन है!,aaj 18 joon hai aur aaj muiriel ka janmadin hai!,A,2026-02-19 20:51:09.706+00
285,3,hu,Ma június 18-a van,és Muiriel születésnapja!,A,2026-02-19 20:51:09.706+00
286,3,is,Í dag er 18. júní og það er afmæli Muiriel!,null,A,2026-02-19 20:51:09.706+00
287,3,ig,null,Taa bụ June 18 ma ọ bụ ụbọchị ọmụmụ Muiriel!,A,2026-02-19 20:51:09.706+00
288,3,ilo,Ita nga aldaw ket Hunyo 18 ken aldaw ti panagkasangay ni Muiriel!,null,A,2026-02-19 20:51:09.706+00
289,3,id,Hari ini tanggal 18 Juni dan ini ulang tahun Muiriel!,null,A,2026-02-19 20:51:09.706+00
290,3,ga,Inniu an 18ú de Mheitheamh é agus is é lá breithe Muiriel é!,null,A,2026-02-19 20:51:09.706+00
291,3,xh,Namhlanje nguJuni 18 kwaye lusuku lokuzalwa lukaMuiriel!,null,A,2026-02-19 20:51:09.706+00
292,3,it,Oggi è il 18 giugno ed è il compleanno di Muiriel!,null,A,2026-02-19 20:51:09.706+00
293,3,ja,"今日は6月18日で、ミュリエルの誕生日です！,kyou wa rokugatsu juuhachinichi de",myurieru no tanjoubi desu!,A,2026-02-19 20:51:09.706+00
294,3,jv,Dina iki tanggal 18 Juni lan dina ulang tahune Muiriel!,null,A,2026-02-19 20:51:09.706+00
295,3,kn,ಇಂದು ಜೂನ್ 18 ಮತ್ತು ಇಂದು ಮುಯಿರಿಯೆಲ್ ಅವರ ಜನ್ಮದಿನ!,indu jūn 18 mattu indu muiriel avara janmadina!,A,2026-02-19 20:51:09.706+00
296,3,kk,"Бүгін 18 маусым, әрі бұл Мюриэльдің туған күні!,bügín 18 mausym",ári búl myurieldiñ tuğan kúni!,A,2026-02-19 20:51:09.706+00
297,3,km,ថ្ងៃនេះគឺថ្ងៃទី 18 ខែមិថុនា ហើយវាជាថ្ងៃកំណើតរបស់ Muiriel!,thngai nih ku thngai ti 18 khae mithuna haey vea chea thngai komnaet robos muiriel!,A,2026-02-19 20:51:09.706+00
496,5,eu,Laster itzuliko naiz.,null,A,2026-02-19 20:51:09.706+00
298,3,rw,Uyu munsi ni tariki ya 18 Kamena kandi ni isabukuru ya Muiriel!,null,A,2026-02-19 20:51:09.706+00
299,3,rn,Uyu musi ni ku wa 18 Ruheshi kandi ni umunsi w’amavuko wa Muiriel!,null,A,2026-02-19 20:51:09.706+00
300,3,ko,오늘은 6월 18일이고 뮤리엘의 생일이야!,oneureun yuwol sippariligo myuriel-ui saengiriya!,A,2026-02-19 20:51:09.706+00
301,3,ku,null,Îro 18ê Hezîranê ye û rojbûna Muiriel e!,A,2026-02-19 20:51:09.706+00
302,3,kmr,null,Îro 18ê Hezîranê ye û rojbûna Muiriel e!,A,2026-02-19 20:51:09.706+00
303,3,lo,ມື້ນີ້ແມ່ນວັນທີ 18 ເດືອນມິຖຸນາ ແລະເປັນວັນເກີດຂອງ Muiriel!,mue ni maeun vanthi 18 duean mithuna lae pen vankoeut khong muiriel!,A,2026-02-19 20:51:09.706+00
304,3,la,Hodie est dies duodevicesimus Iunii et natalis Muiriel est!,null,A,2026-02-19 20:51:09.706+00
305,3,lv,"Šodien ir 18. jūnijs, un tā ir Muiriel dzimšanas diena!",null,A,2026-02-19 20:51:09.706+00
306,3,lt,Šiandien yra birželio 18-oji ir tai Muiriel gimtadienis!,null,A,2026-02-19 20:51:09.706+00
307,3,lb,Haut ass den 18. Juni an et ass dem Muiriel säi Gebuertsdag!,null,A,2026-02-19 20:51:09.706+00
308,3,mk,Денес е 18 јуни и денес е роденденот на Муириел!,denes e 18 juni i denes e rodendenot na muiriel!,A,2026-02-19 20:51:09.706+00
309,3,mg,Androany dia 18 Jona ary tsingerintaonan'i Muiriel!,null,A,2026-02-19 20:51:09.706+00
310,3,ms,Hari ini 18 Jun dan hari ini hari jadi Muiriel!,null,A,2026-02-19 20:51:09.706+00
311,3,ml,"ഇന്ന് ജൂൺ 18 ആണ്, ഇന്ന് മ്യൂരിയലിന്റെ പിറന്നാളാണ്!,inn juṇ 18 āṇ",inn myūriyaliṉṟe piṟannāḷ āṇ!,A,2026-02-19 20:51:09.706+00
312,3,mt,Illum hu t-18 ta’ Ġunju u llum hu għeluq snin Muiriel!,null,A,2026-02-19 20:51:09.706+00
313,3,mi,"I tēnei rā ko te 18 o Hune, ā, ko te rā whānau o Muiriel!",null,A,2026-02-19 20:51:09.706+00
314,3,mn,Өнөөдөр зургаадугаар сарын 18 бөгөөд Мюриэлийн төрсөн өдөр!,önöödör zurgaadugaar sariin 18 bögööd myurieliīn törsön ödör!,A,2026-02-19 20:51:09.706+00
315,3,sr-ME,Danas je 18. jun i Muirielin je rođendan!,null,A,2026-02-19 20:51:09.706+00
316,3,ne,आज जुन १८ हो र मुइरियलको जन्मदिन हो!,aaj jun 18 ho ra muirielko janmadin ho!,A,2026-02-19 20:51:09.706+00
317,3,nb-NO,"I dag er det 18. juni, og det er Muiriels bursdag!",null,A,2026-02-19 20:51:09.706+00
318,3,nn-NO,"I dag er det 18. juni, og det er Muiriel sin bursdag!",null,A,2026-02-19 20:51:09.706+00
319,3,oc,Uèi es lo 18 de junh e es l'anniversari de Muiriel!,null,A,2026-02-19 20:51:09.706+00
320,3,or,ଆଜି ଜୁନ 18 ଏବଂ ଆଜି ମୁଇରିଏଲଙ୍କ ଜନ୍ମଦିନ!,āji jun 18 ebam āji muirielanka janmadina!,A,2026-02-19 20:51:09.706+00
321,3,ps,نن د جون ۱۸مه ده او د مويريل د زوکړې ورځ ده!,nan da jūn 18ma da aw da muiriel da zokṛe wradz da!,A,2026-02-19 20:51:09.706+00
322,3,fa,امروز ۱۸ ژوئن است و تولد موئیریل است!,emruz 18 zhō'en ast va tavalod-e muiriel ast!,A,2026-02-19 20:51:09.706+00
323,3,pt-BR,Hoje é 18 de junho e é o aniversário da Muiriel!,null,A,2026-02-19 20:51:09.706+00
324,3,pt-PT,Hoje é 18 de junho e é o aniversário da Muiriel!,null,A,2026-02-19 20:51:09.706+00
325,3,pa,ਅੱਜ 18 ਜੂਨ ਹੈ ਅਤੇ ਅੱਜ ਮੁਈਰਿਯਲ ਦਾ ਜਨਮਦਿਨ ਹੈ!,ajj 18 jun hai ate ajj muiriel da janamdin hai!,A,2026-02-19 20:51:09.706+00
326,3,ro,Astăzi este 18 iunie și este ziua de naștere a lui Muiriel!,null,A,2026-02-19 20:51:09.706+00
327,3,rm,Oz è ils 18 da zercladur ed oz è il di da naschientscha da Muiriel!,null,A,2026-02-19 20:51:09.706+00
328,3,ru,"Сегодня 18 июня, и сегодня день рождения Мюриэль!,segodnya 18 iyunya",i segodnya den rozhdeniya myuriel!,A,2026-02-19 20:51:09.706+00
329,3,sm,O le aso 18 o Iuni ma o le aso fanau o Muiriel!,null,A,2026-02-19 20:51:09.706+00
330,3,sa,अद्य जून् अष्टादशः दिवसः अस्ति तथा मुइरियलस्य जन्मदिनम् अस्ति!,adya jūn aṣṭādaśaḥ divasaḥ asti tathā muirielasya janmadinam asti!,A,2026-02-19 20:51:09.706+00
331,3,gd,An-diugh ’s e 18mh dhen Ògmhios a th’ ann agus ’s e co-là-breith Muiriel a th’ ann!,null,A,2026-02-19 20:51:09.706+00
332,3,sr,Данас је 18. јун и данас је Мјуириелин рођендан!,danas je 18 jun i danas je myurielin rođendan!,A,2026-02-19 20:51:09.706+00
333,3,st,Kajeno ke la 18 Phuptjane ebile ke letsatsi la tswalo la Muiriel!,null,A,2026-02-19 20:51:09.706+00
334,3,tn,Gompieno ke la 18 Seetebosigo mme ke letsatsi la matsalo la Muiriel!,null,A,2026-02-19 20:51:09.706+00
335,3,sn,Nhasi ndi June 18 uye izuva rekuzvarwa raMuiriel!,null,A,2026-02-19 20:51:09.706+00
336,3,scn,Oggi è u 18 di giugnu e è u cumplianu di Muiriel!,null,A,2026-02-19 20:51:09.706+00
337,3,sd,اڄ 18 جون آهي ۽ اڄ موئيريل جو سالگرهه آهي!,aj 18 jun aahe ain aj muiriel jo salgirah aahe!,A,2026-02-19 20:51:09.706+00
338,3,si,අද ජූනි 18 වෙනිදා සහ අද මියුරියෙල්ගේ උපන්දිනයයි!,ada jūni 18 venidā saha ada myurielge upandinayayi!,A,2026-02-19 20:51:09.706+00
339,3,sk,Dnes je 18. júna a Muiriel má narodeniny!,null,A,2026-02-19 20:51:09.706+00
340,3,sl,Danes je 18. junij in danes je Muirielin rojstni dan!,null,A,2026-02-19 20:51:09.706+00
341,3,so,Maanta waa Juun 18 waana dhalashada Muiriel!,null,A,2026-02-19 20:51:09.706+00
342,3,es,Hoy es 18 de junio y es el cumpleaños de Muiriel!,null,A,2026-02-19 20:51:09.706+00
343,3,su,Dinten ieu tanggal 18 Juni jeung ieu ulang taun Muiriel!,null,A,2026-02-19 20:51:09.706+00
344,3,sw,Leo ni tarehe 18 Juni na ni siku ya kuzaliwa ya Muiriel!,null,A,2026-02-19 20:51:09.706+00
345,3,sv,Idag är det den 18 juni och det är Muiriels födelsedag!,null,A,2026-02-19 20:51:09.706+00
346,3,tg,Имрӯз 18 июн аст ва имрӯз рӯзи таваллуди Муириэл аст!,imruz 18 iyun ast va imruz rūzi tavalludi muiriel ast!,A,2026-02-19 20:51:09.706+00
347,3,ta,"இன்று ஜூன் 18ஆம் தேதி, இன்று மியூரியலின் பிறந்தநாள்!,inru jūn 18-ām tēti",inru myūriyalin piṟantanāḷ!,A,2026-02-19 20:51:09.706+00
348,3,te,ఈ రోజు జూన్ 18 మరియు ఇవాళ ముయిరియెల్ పుట్టినరోజు!,ī rōju jūn 18 mariyu ivāḷ muiriel puṭṭinarōju!,A,2026-02-19 20:51:09.706+00
349,3,th,วันนี้วันที่ 18 มิถุนายน และเป็นวันเกิดของมิวเรียล!,wan-níi wan-thîi 18 mí-thù-naa lae pen wan-kòet khǎng myuriel!,A,2026-02-19 20:51:09.706+00
350,3,ti,ሎሚ 18 ጁን እዩ እና ልደት ሙኢሪኤል እዩ!,lomi 18 jun iyu ena lədət muiriel iyu!,A,2026-02-19 20:51:09.706+00
351,3,tpi,Tude em Jun 18 na em dei bilong bonde bilong Muiriel!,null,A,2026-02-19 20:51:09.706+00
352,3,to,null,ʻAho ni ko e ʻaho 18 ʻo Sune pea ko e ʻaho fāʻeleʻi ʻo Muiriel!,A,2026-02-19 20:51:09.706+00
353,3,tr,Bugün 18 Haziran ve Muiriel'in doğum günü!,null,A,2026-02-19 20:51:09.706+00
354,3,uk,"Сьогодні 18 червня, і сьогодні день народження Мюриель!,s’ohodni 18 chervnya",i s’ohodni den narodzhennya myuriel!,A,2026-02-19 20:51:09.706+00
355,3,ur,آج 18 جون ہے اور آج موئیرئیل کی سالگرہ ہے!,aaj 18 jun hai aur aaj muiriel ki salgirah hai!,A,2026-02-19 20:51:09.706+00
356,3,uz,Bugun 18-iyun va bugun Muirielning tug‘ilgan kuni!,null,A,2026-02-19 20:51:09.706+00
357,3,vec,Ancuò l'è el 18 de zugno e l'è el complean de Muiriel!,null,A,2026-02-19 20:51:09.706+00
358,3,vi,Hôm nay là ngày 18 tháng 6 và là sinh nhật của Muiriel!,null,A,2026-02-19 20:51:09.706+00
359,3,cy,Heddiw yw Mehefin 18 ac mae'n ben-blwydd Muiriel!,null,A,2026-02-19 20:51:09.706+00
360,3,wo,null,Teyy jii 18 Suweñ te dinaayu Muiriel la!,A,2026-02-19 20:51:09.706+00
361,3,yo,Lónìí jẹ́ ọjọ́ kẹtàlá-dín-lọ́gbọ̀n Oṣù Karùn-ún,ó sì jẹ́ ọjọ́ ìbí Muiriel!,A,2026-02-19 20:51:09.706+00
362,3,zu,Namuhla zingama-18 kuJuni futhi usuku lokuzalwa lukaMuiriel!,null,A,2026-02-19 20:51:09.706+00
363,3,zgh,ⴰⵙⵙⴰ ⴷ 18 ⵏ ⵢⵓⵏⵢⵓ ⴷⴰⵖ ⴷ ⴰⵙⵙ ⵏ ⵜⴰⵍⴰⵍⵜ ⵏ Muiriel!,assa d 18 n yunyū daɣ d ass n talalt n muiriel!,A,2026-02-19 20:51:09.706+00
364,4,af,Muiriel is nou 20.,null,A,2026-02-19 20:51:09.706+00
365,4,sq,Muiriel tani është 20 vjeç.,null,A,2026-02-19 20:51:09.706+00
366,4,am,ሙኢሪኤል አሁን 20 ዓመት ነው።,muiriel ahun 20 amet naw,A,2026-02-19 20:51:09.706+00
367,4,ar-EG,مويريل بقت 20 دلوقتي.,muiriel ba’et ʿeshrin دلوقتي,A,2026-02-19 20:51:09.706+00
368,4,ar-AE,مويريل عمرها 20 الحين.,muiriel ʿumrha 20 alḥeen,A,2026-02-19 20:51:09.706+00
369,4,ar-IQ,مويريل عمرها 20 هسه.,muiriel ʿumrha 20 hessa,A,2026-02-19 20:51:09.706+00
370,4,ar-LB,مويريل صار عمرها 20 هلّق.,muiriel sar ʿumra 20 halla’,A,2026-02-19 20:51:09.706+00
371,4,ar-MA,مويريل ولات عندها 20 دابا.,muiriel wlat ʿndha 20 daba,A,2026-02-19 20:51:09.706+00
372,4,ar,مويريل عمرها الآن 20 عامًا.,muiriel ʿumruha al-ān ʿishrūn ʿāman,A,2026-02-19 20:51:09.706+00
373,4,hy,Մուիրիելը հիմա 20 տարեկան է։,muirielə hima 20 tarekan e,A,2026-02-19 20:51:09.706+00
374,4,ast,Muiriel tien agora 20 años.,null,A,2026-02-19 20:51:09.706+00
375,4,eu,Muirielek 20 urte ditu orain.,null,A,2026-02-19 20:51:09.706+00
376,4,be,Муіріэль цяпер 20 гадоў.,muiriel tsiper 20 gadou,A,2026-02-19 20:51:09.706+00
377,4,bn,মুইরিয়েল এখন ২০ বছর বয়সী।,muiriel ekhon bish bochhor boyoshi,A,2026-02-19 20:51:09.706+00
378,4,bs,Muiriel sada ima 20 godina.,null,A,2026-02-19 20:51:09.706+00
379,4,br,20 vloaz eo Muiriel bremañ.,null,A,2026-02-19 20:51:09.706+00
380,4,bg,Мюриел вече е на 20.,myuriel veche e na 20,A,2026-02-19 20:51:09.706+00
381,4,my,Muiriel အခု အသက် ၂၀ ဖြစ်ပြီ။,muiriel a ku a thet hna-shay phyit pyi,A,2026-02-19 20:51:09.706+00
382,4,ca,La Muiriel ara té 20 anys.,null,A,2026-02-19 20:51:09.706+00
383,4,ceb,Si Muiriel kay 20 na karon.,null,A,2026-02-19 20:51:09.706+00
384,4,co,Muiriel hà avà 20 anni.,null,A,2026-02-19 20:51:09.706+00
385,4,hr,Muiriel sada ima 20 godina.,null,A,2026-02-19 20:51:09.706+00
386,4,cs,Muiriel je teď 20.,null,A,2026-02-19 20:51:09.706+00
387,4,da,Muiriel er 20 nu.,null,A,2026-02-19 20:51:09.706+00
388,4,nl,Muiriel is nu 20.,null,A,2026-02-19 20:51:09.706+00
389,4,en,Muiriel is 20 now.,null,A,2026-02-19 20:51:09.706+00
390,4,eo,Muiriel nun havas 20 jarojn.,null,A,2026-02-19 20:51:09.706+00
391,4,et,Muiriel on nüüd 20.,null,A,2026-02-19 20:51:09.706+00
392,4,fo,Muiriel er 20 nú.,null,A,2026-02-19 20:51:09.706+00
393,4,fil,20 na si Muiriel ngayon.,null,A,2026-02-19 20:51:09.706+00
394,4,fi,Muiriel on nyt 20.,null,A,2026-02-19 20:51:09.706+00
395,4,fr,Muiriel a 20 ans maintenant.,null,A,2026-02-19 20:51:09.706+00
396,4,fy,Muiriel is no 20.,null,A,2026-02-19 20:51:09.706+00
397,4,gl,Muiriel ten 20 anos agora.,null,A,2026-02-19 20:51:09.706+00
398,4,ka,მუირიელი ახლა 20 წლისაა.,muirieli akhla otsi tslisaa,A,2026-02-19 20:51:09.706+00
399,4,de,Muiriel ist jetzt 20.,null,A,2026-02-19 20:51:09.706+00
400,4,el,Η Μιούριελ είναι τώρα 20.,i myúriel íne tóra 20,A,2026-02-19 20:51:09.706+00
401,4,gu,મુઈરિયલ હવે 20 વર્ષની છે.,muiriel have 20 varṣnī chhe,A,2026-02-19 20:51:09.706+00
402,4,ht,Muiriel gen 20 an kounye a.,null,A,2026-02-19 20:51:09.706+00
403,4,ha,Muiriel yanzu tana da shekara 20.,muiriel yanzu tana da shekara ashirin,A,2026-02-19 20:51:09.706+00
404,4,he,מויריאל עכשיו בת 20.,muiriel akhshav bat 20,A,2026-02-19 20:51:09.706+00
405,4,hi,मुइरियल अब 20 साल की है।,muiriel ab 20 saal ki hai,A,2026-02-19 20:51:09.706+00
406,4,hu,Muiriel most 20 éves.,null,A,2026-02-19 20:51:09.706+00
407,4,is,Muiriel er nú 20 ára.,null,A,2026-02-19 20:51:09.706+00
408,4,ig,Muiriel dị afọ 20 ugbu a.,null,A,2026-02-19 20:51:09.706+00
409,4,ilo,Ni Muiriel ket 20 itan itan.,null,A,2026-02-19 20:51:09.706+00
410,4,id,Muiriel sekarang berusia 20 tahun.,null,A,2026-02-19 20:51:09.706+00
411,4,ga,Tá Muiriel 20 anois.,null,A,2026-02-19 20:51:09.706+00
412,4,xh,UMuiriel uneminyaka eyi-20 ngoku.,null,A,2026-02-19 20:51:09.706+00
413,4,it,Muiriel ha 20 anni adesso.,null,A,2026-02-19 20:51:09.706+00
414,4,ja,ミュリエルは今20歳です。,myurieru wa ima hatachi desu,A,2026-02-19 20:51:09.706+00
415,4,jv,Muiriel saiki umur 20.,null,A,2026-02-19 20:51:09.706+00
416,4,kn,ಮುಯಿರಿಯೆಲ್ ಈಗ 20 ವರ್ಷದವರು.,muiriel īga 20 varṣadavaru,A,2026-02-19 20:51:09.706+00
417,4,kk,Мюриэль қазір 20 жаста.,myuriel qazir 20 jasta,A,2026-02-19 20:51:09.706+00
418,4,km,Muiriel ឥឡូវអាយុ 20 ឆ្នាំហើយ។,muiriel ʾəyləv āyŏ 20 chhnam haey,A,2026-02-19 20:51:09.706+00
419,4,rw,Muiriel ubu afite imyaka 20.,null,A,2026-02-19 20:51:09.706+00
420,4,rn,Muiriel ubu afise imyaka 20.,null,A,2026-02-19 20:51:09.706+00
5634,47,ms,Jadi apa?,null,A,2026-02-19 20:51:15.017513+00
421,4,ko,뮤리엘은 이제 20살이야.,myuriel-eun ije seumusal-iya,A,2026-02-19 20:51:09.706+00
422,4,ku,Muiriel niha 20 salî ye.,null,A,2026-02-19 20:51:09.706+00
423,4,kmr,Muiriel niha 20 salî ye.,null,A,2026-02-19 20:51:09.706+00
424,4,lo,Muiriel ອາຍຸ 20 ປີແລ້ວ.,muiriel āyu 20 pi laeo,A,2026-02-19 20:51:09.706+00
425,4,la,Muiriel nunc viginti annos nata est.,null,A,2026-02-19 20:51:09.706+00
426,4,lv,Muiriel tagad ir 20.,null,A,2026-02-19 20:51:09.706+00
427,4,lt,Muiriel dabar yra 20-ies.,null,A,2026-02-19 20:51:09.706+00
428,4,lb,Muiriel ass elo 20.,null,A,2026-02-19 20:51:09.706+00
429,4,mk,Муириел сега има 20 години.,muiriel sega ima 20 godini,A,2026-02-19 20:51:09.706+00
430,4,mg,Muiriel izao dia 20 taona.,null,A,2026-02-19 20:51:09.706+00
431,4,ms,Muiriel sekarang berumur 20.,null,A,2026-02-19 20:51:09.706+00
432,4,ml,മ്യൂരിയൽ ഇപ്പോൾ 20 വയസ്സാണ്.,myūriyāl ippōḷ 20 vayassāṇ,A,2026-02-19 20:51:09.706+00
433,4,mt,Muiriel issa għandha 20 sena.,null,A,2026-02-19 20:51:09.706+00
434,4,mi,Kua 20 ngā tau o Muiriel ināianei.,null,A,2026-02-19 20:51:09.706+00
435,4,mn,Muiriel одоо 20 настай.,muiriel odoo хорин nastai,A,2026-02-19 20:51:09.706+00
436,4,sr-ME,Muiriel sada ima 20 godina.,null,A,2026-02-19 20:51:09.706+00
437,4,ne,मुइरियल अहिले २० वर्षकी छ।,muiriel ahile 20 barsaki chha,A,2026-02-19 20:51:09.706+00
438,4,nb-NO,Muiriel er 20 nå.,null,A,2026-02-19 20:51:09.706+00
439,4,nn-NO,Muiriel er 20 no.,null,A,2026-02-19 20:51:09.706+00
440,4,oc,Muiriel a ara 20 ans.,null,A,2026-02-19 20:51:09.706+00
441,4,or,ମୁଇରିଏଲ ଏବେ 20 ବର୍ଷର।,muiriel ebe 20 barsha ra,A,2026-02-19 20:51:09.706+00
442,4,ps,مويريل اوس ۲۰ کلنه ده.,muiriel اوس shل klana da,A,2026-02-19 20:51:09.706+00
443,4,fa,موئیریل الان ۲۰ ساله است.,muiriel alān bist sāle ast,A,2026-02-19 20:51:09.706+00
444,4,pt-BR,Muiriel tem 20 anos agora.,null,A,2026-02-19 20:51:09.706+00
445,4,pt-PT,A Muiriel tem agora 20 anos.,null,A,2026-02-19 20:51:09.706+00
446,4,pa,ਮੁਈਰਿਯਲ ਹੁਣ 20 ਸਾਲ ਦੀ ਹੈ।,muiriel hun 20 saal di hai,A,2026-02-19 20:51:09.706+00
447,4,ro,Muiriel are acum 20 de ani.,null,A,2026-02-19 20:51:09.706+00
448,4,rm,Muiriel ha ussa 20 onns.,null,A,2026-02-19 20:51:09.706+00
449,4,ru,Мюриэль сейчас 20 лет.,myuriel seychas dvadtsat let,A,2026-02-19 20:51:09.706+00
450,4,sm,Ua 20 nei Muiriel i le taimi nei.,null,A,2026-02-19 20:51:09.706+00
451,4,sa,मुइरियल् इदानीं विंशतिवर्षी अस्ति।,muiriel idānīm viṁśativarṣī asti,A,2026-02-19 20:51:09.706+00
452,4,gd,Tha Muiriel 20 a-nis.,null,A,2026-02-19 20:51:09.706+00
453,4,sr,Мјуириел сада има 20 година.,myuriel sada ima 20 godina,A,2026-02-19 20:51:09.706+00
454,4,st,Muiriel o se a le dilemo tse 20 hona joale.,null,A,2026-02-19 20:51:09.706+00
455,4,tn,Muiriel jaanong o na le dingwaga di le 20.,null,A,2026-02-19 20:51:09.706+00
456,4,sn,Muiriel ava nemakore 20 zvino.,null,A,2026-02-19 20:51:09.706+00
457,4,scn,Muiriel ora havi 20 anni.,null,A,2026-02-19 20:51:09.706+00
458,4,sd,موئيريل هاڻي 20 سالن جي آهي.,muiriel haani 20 saalan ji aahe,A,2026-02-19 20:51:09.706+00
459,4,si,මියුරියෙල් දැන් වයස 20යි.,myuriel dæn vayaśa visai,A,2026-02-19 20:51:09.706+00
460,4,sk,Muiriel má teraz 20 rokov.,null,A,2026-02-19 20:51:09.706+00
461,4,sl,Muiriel je zdaj stara 20 let.,null,A,2026-02-19 20:51:09.706+00
462,4,so,Muiriel hadda waa 20 jir.,null,A,2026-02-19 20:51:09.706+00
463,4,es,Muiriel tiene 20 años ahora.,null,A,2026-02-19 20:51:09.706+00
464,4,su,Muiriel ayeuna umurna 20.,null,A,2026-02-19 20:51:09.706+00
465,4,sw,Muiriel ana miaka 20 sasa.,null,A,2026-02-19 20:51:09.706+00
466,4,sv,Muiriel är 20 nu.,null,A,2026-02-19 20:51:09.706+00
467,4,tg,Муириэл ҳоло 20-сола аст.,muiriel holo bist-sola ast,A,2026-02-19 20:51:09.706+00
468,4,ta,மியூரியல் இப்போது 20 வயதாக இருக்கிறார்.,myūriyal ippōtu 20 vayadāka irukkiṟār,A,2026-02-19 20:51:09.706+00
